User_ID,Session_ID,Timestamp,Event,Device,Region,Channel,Product_category,Revenue
USR00009,SESS4a5b7243,2026-03-27 01:06:14,Browse,Mobile,West,Organic,Fashion,0.0
USR00010,SESS7a458cf5,2026-03-12 04:15:20,Browse,Laptop,West,Google Ads,Fashion,0.0
USR00010,SESS7a458cf5,2026-03-12 04:20:20,Add to Cart,Laptop,West,Google Ads,Fashion,0.0
USR00010,SESS7a458cf5,2026-03-12 04:24:20,Checkout,Laptop,West,Google Ads,Fashion,0.0
USR00010,SESS7a458cf5,2026-03-12 04:26:20,Purchase,Laptop,West,Google Ads,Fashion,752.87
USR00011,SESSf19047ab,2026-04-04 04:30:37,Browse,Mobile,North,Organic,Fashion,0.0
USR00011,SESSf19047ab,2026-04-04 04:32:37,Add to Cart,Mobile,North,Organic,Fashion,0.0
USR00011,SESSf19047ab,2026-04-04 04:36:37,Checkout,Mobile,North,Organic,Fashion,0.0
USR00011,SESSf19047ab,2026-04-04 04:39:37,Purchase,Mobile,North,Organic,Fashion,722.84
USR00012,SESSeb8d3605,2026-04-07 08:48:05,Browse,Laptop,North,Social Media,Fashion,0.0
USR00012,SESSeb8d3605,2026-04-07 08:52:05,Add to Cart,Laptop,North,Social Media,Fashion,0.0
USR00012,SESSeb8d3605,2026-04-07 08:55:05,Checkout,Laptop,North,Social Media,Fashion,0.0
USR00012,SESSeb8d3605,2026-04-07 08:57:05,Purchase,Laptop,North,Social Media,Fashion,1199.74
USR00013,SESS2f6bb149,2026-04-07 09:01:30,Browse,Desktop,North,Organic,Fashion,0.0
USR00014,SESS8fb408e4,2026-03-31 20:33:05,Browse,Mobile,South,Google Ads,Beauty,0.0
USR00014,SESS8fb408e4,2026-03-31 20:35:05,Add to Cart,Mobile,South,Google Ads,Beauty,0.0
USR00015,SESSdb7d5298,2026-03-16 03:34:44,Browse,Desktop,South,Organic,Fashion,0.0
USR00015,SESSdb7d5298,2026-03-16 03:39:44,Add to Cart,Desktop,South,Organic,Fashion,0.0
USR00015,SESSdb7d5298,2026-03-16 03:43:44,Checkout,Desktop,South,Organic,Fashion,0.0
USR00016,SESSa0e4aaf8,2026-03-26 08:42:25,Browse,Laptop,West,Social Media,Electronics,0.0
USR00017,SESSa018e561,2026-04-03 09:17:51,Browse,Desktop,West,Social Media,Electronics,0.0
USR00018,SESS4c5bac92,2026-03-15 07:04:00,Browse,Mobile,South,Google Ads,Beauty,0.0
USR00018,SESS4c5bac92,2026-03-15 07:06:00,Add to Cart,Mobile,South,Google Ads,Beauty,0.0
USR00018,SESS4c5bac92,2026-03-15 07:11:00,Checkout,Mobile,South,Google Ads,Beauty,0.0
USR00019,SESSe159ef88,2026-03-22 21:37:54,Browse,Mobile,West,Organic,Sports,0.0
USR00019,SESSe159ef88,2026-03-22 21:42:54,Add to Cart,Mobile,West,Organic,Sports,0.0
USR00020,SESS0521703f,2026-04-08 15:52:50,Browse,Desktop,South,Google Ads,Fashion,0.0
USR00021,SESSb6a45139,2026-03-17 17:41:07,Browse,Laptop,East,Organic,Home,0.0
USR00021,SESSb6a45139,2026-03-17 17:43:07,Add to Cart,Laptop,East,Organic,Home,0.0
USR00021,SESSb6a45139,2026-03-17 17:46:07,Checkout,Laptop,East,Organic,Home,0.0
USR00021,SESSb6a45139,2026-03-17 17:51:07,Purchase,Laptop,East,Organic,Home,1659.12
USR00022,SESS7f3fb6d4,2026-03-24 10:59:47,Browse,Desktop,East,Organic,Beauty,0.0
USR00022,SESS7f3fb6d4,2026-03-24 11:02:47,Add to Cart,Desktop,East,Organic,Beauty,0.0
USR00023,SESS3ee07a9f,2026-04-07 22:16:54,Browse,Desktop,East,Social Media,Home,0.0
USR00023,SESS3ee07a9f,2026-04-07 22:21:54,Add to Cart,Desktop,East,Social Media,Home,0.0
USR00024,SESSf5771611,2026-03-14 04:27:04,Browse,Laptop,East,Google Ads,Home,0.0
USR00024,SESSf5771611,2026-03-14 04:31:04,Add to Cart,Laptop,East,Google Ads,Home,0.0
USR00024,SESSf5771611,2026-03-14 04:36:04,Checkout,Laptop,East,Google Ads,Home,0.0
USR00024,SESSf5771611,2026-03-14 04:41:04,Purchase,Laptop,East,Google Ads,Home,1384.92
USR00025,SESS0df4e70e,2026-03-13 11:55:53,Browse,Laptop,North,Social Media,Home,0.0
USR00025,SESS0df4e70e,2026-03-13 11:57:53,Add to Cart,Laptop,North,Social Media,Home,0.0
USR00025,SESS0df4e70e,2026-03-13 12:02:53,Checkout,Laptop,North,Social Media,Home,0.0
USR00025,SESS0df4e70e,2026-03-13 12:07:53,Purchase,Laptop,North,Social Media,Home,392.68
USR00026,SESSdad970ce,2026-03-15 15:40:17,Browse,Laptop,North,Social Media,Beauty,0.0
USR00026,SESSdad970ce,2026-03-15 15:44:17,Add to Cart,Laptop,North,Social Media,Beauty,0.0
USR00026,SESSdad970ce,2026-03-15 15:48:17,Checkout,Laptop,North,Social Media,Beauty,0.0
USR00027,SESSa4177489,2026-04-09 02:27:07,Browse,Laptop,South,Social Media,Beauty,0.0
USR00027,SESSa4177489,2026-04-09 02:32:07,Add to Cart,Laptop,South,Social Media,Beauty,0.0
USR00028,SESS9ec20e99,2026-03-22 21:04:23,Browse,Mobile,East,Organic,Home,0.0
USR00028,SESS9ec20e99,2026-03-22 21:09:23,Add to Cart,Mobile,East,Organic,Home,0.0
USR00028,SESS9ec20e99,2026-03-22 21:14:23,Checkout,Mobile,East,Organic,Home,0.0
USR00028,SESS9ec20e99,2026-03-22 21:16:23,Purchase,Mobile,East,Organic,Home,781.07
USR00029,SESS277f2a18,2026-03-20 21:53:55,Browse,Laptop,West,Social Media,Fashion,0.0
USR00030,SESS10287e24,2026-03-18 19:05:35,Browse,Mobile,North,Google Ads,Home,0.0
USR00030,SESS10287e24,2026-03-18 19:10:35,Add to Cart,Mobile,North,Google Ads,Home,0.0
USR00030,SESS10287e24,2026-03-18 19:12:35,Checkout,Mobile,North,Google Ads,Home,0.0
USR00030,SESS10287e24,2026-03-18 19:14:35,Purchase,Mobile,North,Google Ads,Home,344.6
USR00031,SESS4a60dcc2,2026-03-17 13:37:34,Browse,Desktop,West,Organic,Fashion,0.0
USR00031,SESS4a60dcc2,2026-03-17 13:41:34,Add to Cart,Desktop,West,Organic,Fashion,0.0
USR00031,SESS4a60dcc2,2026-03-17 13:46:34,Checkout,Desktop,West,Organic,Fashion,0.0
USR00032,SESSc235f32d,2026-03-19 20:12:52,Browse,Mobile,South,Social Media,Sports,0.0
USR00032,SESSc235f32d,2026-03-19 20:16:52,Add to Cart,Mobile,South,Social Media,Sports,0.0
USR00032,SESSc235f32d,2026-03-19 20:21:52,Checkout,Mobile,South,Social Media,Sports,0.0
USR00033,SESSf45a9c1e,2026-03-20 09:50:43,Browse,Laptop,West,Social Media,Beauty,0.0
USR00034,SESS508db18c,2026-04-04 14:56:41,Browse,Desktop,South,Google Ads,Beauty,0.0
USR00034,SESS508db18c,2026-04-04 15:00:41,Add to Cart,Desktop,South,Google Ads,Beauty,0.0
USR00035,SESSfc4286df,2026-03-15 04:20:20,Browse,Desktop,North,Email,Electronics,0.0
USR00035,SESSfc4286df,2026-03-15 04:25:20,Add to Cart,Desktop,North,Email,Electronics,0.0
USR00035,SESSfc4286df,2026-03-15 04:28:20,Checkout,Desktop,North,Email,Electronics,0.0
USR00035,SESSfc4286df,2026-03-15 04:30:20,Purchase,Desktop,North,Email,Electronics,1398.39
USR00036,SESS6b50d6d0,2026-04-08 12:26:15,Browse,Laptop,North,Email,Home,0.0
USR00036,SESS6b50d6d0,2026-04-08 12:29:15,Add to Cart,Laptop,North,Email,Home,0.0
USR00036,SESS6b50d6d0,2026-04-08 12:34:15,Checkout,Laptop,North,Email,Home,0.0
USR00036,SESS6b50d6d0,2026-04-08 12:36:15,Purchase,Laptop,North,Email,Home,242.97
USR00037,SESS2cf0ae50,2026-04-09 14:37:34,Browse,Mobile,East,Email,Home,0.0
USR00037,SESS2cf0ae50,2026-04-09 14:42:34,Add to Cart,Mobile,East,Email,Home,0.0
USR00037,SESS2cf0ae50,2026-04-09 14:45:34,Checkout,Mobile,East,Email,Home,0.0
USR00037,SESS2cf0ae50,2026-04-09 14:49:34,Purchase,Mobile,East,Email,Home,1938.64
USR00038,SESS7a888653,2026-03-17 03:41:55,Browse,Desktop,North,Email,Beauty,0.0
USR00039,SESS38fe2bc5,2026-04-03 20:38:15,Browse,Laptop,North,Social Media,Electronics,0.0
USR00039,SESS38fe2bc5,2026-04-03 20:43:15,Add to Cart,Laptop,North,Social Media,Electronics,0.0
USR00040,SESSd8f0e7fb,2026-03-24 01:25:48,Browse,Mobile,West,Social Media,Beauty,0.0
USR00040,SESSd8f0e7fb,2026-03-24 01:29:48,Add to Cart,Mobile,West,Social Media,Beauty,0.0
USR00040,SESSd8f0e7fb,2026-03-24 01:32:48,Checkout,Mobile,West,Social Media,Beauty,0.0
USR00040,SESSd8f0e7fb,2026-03-24 01:36:48,Purchase,Mobile,West,Social Media,Beauty,738.7
USR00041,SESS9df53638,2026-03-25 09:23:44,Browse,Mobile,East,Organic,Fashion,0.0
USR00041,SESS9df53638,2026-03-25 09:25:44,Add to Cart,Mobile,East,Organic,Fashion,0.0
USR00041,SESS9df53638,2026-03-25 09:28:44,Checkout,Mobile,East,Organic,Fashion,0.0
USR00041,SESS9df53638,2026-03-25 09:33:44,Purchase,Mobile,East,Organic,Fashion,906.5
USR00042,SESS0653af1d,2026-03-21 18:47:04,Browse,Mobile,West,Organic,Electronics,0.0
USR00042,SESS0653af1d,2026-03-21 18:49:04,Add to Cart,Mobile,West,Organic,Electronics,0.0
USR00042,SESS0653af1d,2026-03-21 18:51:04,Checkout,Mobile,West,Organic,Electronics,0.0
USR00042,SESS0653af1d,2026-03-21 18:54:04,Purchase,Mobile,West,Organic,Electronics,1522.78
USR00043,SESSd59404e9,2026-04-07 03:03:35,Browse,Desktop,North,Email,Sports,0.0
USR00043,SESSd59404e9,2026-04-07 03:07:35,Add to Cart,Desktop,North,Email,Sports,0.0
USR00043,SESSd59404e9,2026-04-07 03:11:35,Checkout,Desktop,North,Email,Sports,0.0
USR00044,SESS6eac77a8,2026-04-04 10:11:34,Browse,Mobile,West,Organic,Home,0.0
USR00045,SESS932a8499,2026-03-27 07:56:16,Browse,Laptop,West,Organic,Beauty,0.0
USR00045,SESS932a8499,2026-03-27 07:59:16,Add to Cart,Laptop,West,Organic,Beauty,0.0
USR00045,SESS932a8499,2026-03-27 08:02:16,Checkout,Laptop,West,Organic,Beauty,0.0
USR00045,SESS932a8499,2026-03-27 08:05:16,Purchase,Laptop,West,Organic,Beauty,710.3
USR00046,SESS6765a2f0,2026-04-05 01:49:01,Browse,Laptop,East,Google Ads,Fashion,0.0
USR00046,SESS6765a2f0,2026-04-05 01:51:01,Add to Cart,Laptop,East,Google Ads,Fashion,0.0
USR00046,SESS6765a2f0,2026-04-05 01:56:01,Checkout,Laptop,East,Google Ads,Fashion,0.0
USR00046,SESS6765a2f0,2026-04-05 02:01:01,Purchase,Laptop,East,Google Ads,Fashion,207.2
USR00047,SESSbef5843a,2026-03-28 12:09:10,Browse,Desktop,North,Google Ads,Sports,0.0
USR00047,SESSbef5843a,2026-03-28 12:13:10,Add to Cart,Desktop,North,Google Ads,Sports,0.0
USR00048,SESS763f96cd,2026-03-26 02:48:31,Browse,Desktop,East,Social Media,Fashion,0.0
USR00049,SESSbf2065fd,2026-04-03 18:10:41,Browse,Laptop,North,Social Media,Fashion,0.0
USR00050,SESS781cd37d,2026-03-25 06:32:12,Browse,Mobile,West,Social Media,Fashion,0.0
USR00050,SESS781cd37d,2026-03-25 06:35:12,Add to Cart,Mobile,West,Social Media,Fashion,0.0
USR00050,SESS781cd37d,2026-03-25 06:38:12,Checkout,Mobile,West,Social Media,Fashion,0.0
USR00050,SESS781cd37d,2026-03-25 06:41:12,Purchase,Mobile,West,Social Media,Fashion,1763.18
USR00051,SESSd98e9f7e,2026-04-08 14:39:28,Browse,Mobile,South,Google Ads,Sports,0.0
USR00051,SESSd98e9f7e,2026-04-08 14:41:28,Add to Cart,Mobile,South,Google Ads,Sports,0.0
USR00052,SESSa62c1b35,2026-03-16 00:02:04,Browse,Laptop,North,Social Media,Fashion,0.0
USR00053,SESSc9f56177,2026-04-07 08:22:50,Browse,Desktop,West,Social Media,Sports,0.0
USR00054,SESSf64335b9,2026-03-13 17:43:22,Browse,Laptop,South,Social Media,Fashion,0.0
USR00054,SESSf64335b9,2026-03-13 17:45:22,Add to Cart,Laptop,South,Social Media,Fashion,0.0
USR00054,SESSf64335b9,2026-03-13 17:50:22,Checkout,Laptop,South,Social Media,Fashion,0.0
USR00054,SESSf64335b9,2026-03-13 17:54:22,Purchase,Laptop,South,Social Media,Fashion,1700.06
USR00055,SESS00b636d3,2026-03-16 13:55:40,Browse,Desktop,East,Social Media,Electronics,0.0
USR00055,SESS00b636d3,2026-03-16 14:00:40,Add to Cart,Desktop,East,Social Media,Electronics,0.0
USR00055,SESS00b636d3,2026-03-16 14:02:40,Checkout,Desktop,East,Social Media,Electronics,0.0
USR00055,SESS00b636d3,2026-03-16 14:04:40,Purchase,Desktop,East,Social Media,Electronics,1212.53
USR00056,SESSb31fad3e,2026-04-06 05:17:19,Browse,Desktop,East,Google Ads,Home,0.0
USR00056,SESSb31fad3e,2026-04-06 05:22:19,Add to Cart,Desktop,East,Google Ads,Home,0.0
USR00056,SESSb31fad3e,2026-04-06 05:24:19,Checkout,Desktop,East,Google Ads,Home,0.0
USR00056,SESSb31fad3e,2026-04-06 05:26:19,Purchase,Desktop,East,Google Ads,Home,795.57
USR00057,SESSe52a048f,2026-04-08 06:21:40,Browse,Laptop,East,Email,Beauty,0.0
USR00057,SESSe52a048f,2026-04-08 06:23:40,Add to Cart,Laptop,East,Email,Beauty,0.0
USR00057,SESSe52a048f,2026-04-08 06:25:40,Checkout,Laptop,East,Email,Beauty,0.0
USR00057,SESSe52a048f,2026-04-08 06:29:40,Purchase,Laptop,East,Email,Beauty,1612.97
USR00058,SESS1f4adcc5,2026-04-05 23:26:53,Browse,Laptop,North,Google Ads,Beauty,0.0
USR00058,SESS1f4adcc5,2026-04-05 23:30:53,Add to Cart,Laptop,North,Google Ads,Beauty,0.0
USR00058,SESS1f4adcc5,2026-04-05 23:34:53,Checkout,Laptop,North,Google Ads,Beauty,0.0
USR00059,SESSce01ac0a,2026-03-25 04:48:31,Browse,Mobile,South,Social Media,Sports,0.0
USR00059,SESSce01ac0a,2026-03-25 04:50:31,Add to Cart,Mobile,South,Social Media,Sports,0.0
USR00059,SESSce01ac0a,2026-03-25 04:53:31,Checkout,Mobile,South,Social Media,Sports,0.0
USR00060,SESS587faee9,2026-04-06 20:32:40,Browse,Mobile,East,Social Media,Fashion,0.0
USR00061,SESS4677464c,2026-03-22 06:51:49,Browse,Mobile,East,Social Media,Electronics,0.0
USR00061,SESS4677464c,2026-03-22 06:56:49,Add to Cart,Mobile,East,Social Media,Electronics,0.0
USR00061,SESS4677464c,2026-03-22 07:00:49,Checkout,Mobile,East,Social Media,Electronics,0.0
USR00062,SESSb05e4359,2026-03-22 02:38:18,Browse,Mobile,North,Google Ads,Home,0.0
USR00062,SESSb05e4359,2026-03-22 02:40:18,Add to Cart,Mobile,North,Google Ads,Home,0.0
USR00062,SESSb05e4359,2026-03-22 02:45:18,Checkout,Mobile,North,Google Ads,Home,0.0
USR00062,SESSb05e4359,2026-03-22 02:48:18,Purchase,Mobile,North,Google Ads,Home,1360.26
USR00063,SESS388041c9,2026-03-19 14:54:20,Browse,Desktop,West,Organic,Home,0.0
USR00064,SESS7e927852,2026-03-26 22:33:35,Browse,Mobile,South,Social Media,Home,0.0
USR00065,SESS868fa9ca,2026-03-26 03:47:17,Browse,Laptop,North,Email,Electronics,0.0
USR00065,SESS868fa9ca,2026-03-26 03:49:17,Add to Cart,Laptop,North,Email,Electronics,0.0
USR00065,SESS868fa9ca,2026-03-26 03:52:17,Checkout,Laptop,North,Email,Electronics,0.0
USR00066,SESSb603a51a,2026-03-31 20:39:41,Browse,Desktop,North,Email,Beauty,0.0
USR00067,SESS74bccbb9,2026-03-18 12:44:31,Browse,Mobile,East,Organic,Fashion,0.0
USR00067,SESS74bccbb9,2026-03-18 12:48:31,Add to Cart,Mobile,East,Organic,Fashion,0.0
USR00067,SESS74bccbb9,2026-03-18 12:52:31,Checkout,Mobile,East,Organic,Fashion,0.0
USR00067,SESS74bccbb9,2026-03-18 12:54:31,Purchase,Mobile,East,Organic,Fashion,1123.67
USR00068,SESSaa6ccde6,2026-04-05 15:39:37,Browse,Mobile,South,Social Media,Home,0.0
USR00069,SESSf1fc3aac,2026-03-15 16:24:32,Browse,Desktop,East,Email,Beauty,0.0
USR00069,SESSf1fc3aac,2026-03-15 16:27:32,Add to Cart,Desktop,East,Email,Beauty,0.0
USR00069,SESSf1fc3aac,2026-03-15 16:32:32,Checkout,Desktop,East,Email,Beauty,0.0
USR00069,SESSf1fc3aac,2026-03-15 16:36:32,Purchase,Desktop,East,Email,Beauty,310.2
USR00070,SESSb9c6caee,2026-03-30 05:47:32,Browse,Mobile,South,Google Ads,Sports,0.0
USR00071,SESS2ee48908,2026-03-24 04:56:43,Browse,Mobile,North,Social Media,Home,0.0
USR00071,SESS2ee48908,2026-03-24 05:01:43,Add to Cart,Mobile,North,Social Media,Home,0.0
USR00071,SESS2ee48908,2026-03-24 05:03:43,Checkout,Mobile,North,Social Media,Home,0.0
USR00071,SESS2ee48908,2026-03-24 05:05:43,Purchase,Mobile,North,Social Media,Home,1429.68
USR00072,SESS17775097,2026-04-07 12:27:37,Browse,Desktop,East,Google Ads,Home,0.0
USR00073,SESS32bbb04a,2026-03-19 17:53:30,Browse,Mobile,East,Email,Fashion,0.0
USR00074,SESS633ce9e1,2026-04-09 04:04:29,Browse,Desktop,North,Organic,Electronics,0.0
USR00074,SESS633ce9e1,2026-04-09 04:09:29,Add to Cart,Desktop,North,Organic,Electronics,0.0
USR00075,SESS71e87c49,2026-03-30 01:39:37,Browse,Desktop,East,Email,Sports,0.0
USR00075,SESS71e87c49,2026-03-30 01:43:37,Add to Cart,Desktop,East,Email,Sports,0.0
USR00076,SESSb00ae823,2026-03-24 15:59:17,Browse,Mobile,East,Social Media,Home,0.0
USR00076,SESSb00ae823,2026-03-24 16:01:17,Add to Cart,Mobile,East,Social Media,Home,0.0
USR00076,SESSb00ae823,2026-03-24 16:04:17,Checkout,Mobile,East,Social Media,Home,0.0
USR00077,SESS0ee4fcba,2026-03-16 16:56:37,Browse,Mobile,South,Email,Electronics,0.0
USR00077,SESS0ee4fcba,2026-03-16 16:59:37,Add to Cart,Mobile,South,Email,Electronics,0.0
USR00078,SESS4a767b9e,2026-03-28 16:53:10,Browse,Mobile,West,Organic,Electronics,0.0
USR00079,SESS4d125433,2026-03-12 08:43:22,Browse,Laptop,West,Google Ads,Beauty,0.0
USR00079,SESS4d125433,2026-03-12 08:45:22,Add to Cart,Laptop,West,Google Ads,Beauty,0.0
USR00080,SESS8f33c95b,2026-03-10 17:34:43,Browse,Laptop,East,Organic,Sports,0.0
USR00080,SESS8f33c95b,2026-03-10 17:39:43,Add to Cart,Laptop,East,Organic,Sports,0.0
USR00080,SESS8f33c95b,2026-03-10 17:41:43,Checkout,Laptop,East,Organic,Sports,0.0
USR00080,SESS8f33c95b,2026-03-10 17:44:43,Purchase,Laptop,East,Organic,Sports,239.07
USR00081,SESS48d1d7de,2026-03-20 11:29:55,Browse,Desktop,East,Organic,Sports,0.0
USR00081,SESS48d1d7de,2026-03-20 11:34:55,Add to Cart,Desktop,East,Organic,Sports,0.0
USR00082,SESS55e5c5d4,2026-03-19 01:12:38,Browse,Laptop,South,Organic,Fashion,0.0
USR00083,SESSd2da2d71,2026-04-02 09:57:39,Browse,Desktop,East,Social Media,Home,0.0
USR00083,SESSd2da2d71,2026-04-02 10:02:39,Add to Cart,Desktop,East,Social Media,Home,0.0
USR00083,SESSd2da2d71,2026-04-02 10:07:39,Checkout,Desktop,East,Social Media,Home,0.0
USR00083,SESSd2da2d71,2026-04-02 10:09:39,Purchase,Desktop,East,Social Media,Home,1618.36
USR00084,SESS1a1e6bf6,2026-04-09 02:45:16,Browse,Desktop,North,Organic,Home,0.0
USR00085,SESS89cdfec8,2026-03-26 08:59:44,Browse,Mobile,East,Organic,Electronics,0.0
USR00085,SESS89cdfec8,2026-03-26 09:01:44,Add to Cart,Mobile,East,Organic,Electronics,0.0
USR00085,SESS89cdfec8,2026-03-26 09:05:44,Checkout,Mobile,East,Organic,Electronics,0.0
USR00086,SESS2783e8e2,2026-03-18 19:29:36,Browse,Desktop,East,Google Ads,Fashion,0.0
USR00086,SESS2783e8e2,2026-03-18 19:34:36,Add to Cart,Desktop,East,Google Ads,Fashion,0.0
USR00086,SESS2783e8e2,2026-03-18 19:38:36,Checkout,Desktop,East,Google Ads,Fashion,0.0
USR00086,SESS2783e8e2,2026-03-18 19:42:36,Purchase,Desktop,East,Google Ads,Fashion,1362.08
USR00087,SESSe54a281b,2026-04-04 03:29:22,Browse,Mobile,East,Organic,Sports,0.0
USR00087,SESSe54a281b,2026-04-04 03:32:22,Add to Cart,Mobile,East,Organic,Sports,0.0
USR00087,SESSe54a281b,2026-04-04 03:35:22,Checkout,Mobile,East,Organic,Sports,0.0
USR00087,SESSe54a281b,2026-04-04 03:40:22,Purchase,Mobile,East,Organic,Sports,794.92
USR00088,SESS68234eba,2026-04-03 01:12:50,Browse,Laptop,West,Google Ads,Sports,0.0
USR00089,SESS0ffa48d3,2026-03-11 18:06:20,Browse,Laptop,North,Organic,Sports,0.0
USR00090,SESS6e772490,2026-03-13 00:20:55,Browse,Desktop,East,Social Media,Beauty,0.0
USR00091,SESS708b033c,2026-03-21 06:12:16,Browse,Laptop,West,Email,Sports,0.0
USR00091,SESS708b033c,2026-03-21 06:16:16,Add to Cart,Laptop,West,Email,Sports,0.0
USR00091,SESS708b033c,2026-03-21 06:19:16,Checkout,Laptop,West,Email,Sports,0.0
USR00091,SESS708b033c,2026-03-21 06:24:16,Purchase,Laptop,West,Email,Sports,275.76
USR00092,SESS08deb432,2026-03-22 22:42:07,Browse,Desktop,West,Organic,Home,0.0
USR00093,SESS0192571d,2026-03-14 12:14:40,Browse,Mobile,East,Social Media,Fashion,0.0
USR00094,SESS6afc5996,2026-04-07 07:41:02,Browse,Desktop,East,Google Ads,Fashion,0.0
USR00094,SESS6afc5996,2026-04-07 07:45:02,Add to Cart,Desktop,East,Google Ads,Fashion,0.0
USR00094,SESS6afc5996,2026-04-07 07:50:02,Checkout,Desktop,East,Google Ads,Fashion,0.0
USR00094,SESS6afc5996,2026-04-07 07:52:02,Purchase,Desktop,East,Google Ads,Fashion,455.04
USR00095,SESS5272a54b,2026-03-15 09:01:34,Browse,Laptop,West,Organic,Electronics,0.0
USR00095,SESS5272a54b,2026-03-15 09:04:34,Add to Cart,Laptop,West,Organic,Electronics,0.0
USR00095,SESS5272a54b,2026-03-15 09:06:34,Checkout,Laptop,West,Organic,Electronics,0.0
USR00095,SESS5272a54b,2026-03-15 09:11:34,Purchase,Laptop,West,Organic,Electronics,598.51
USR00096,SESS65050ef9,2026-03-11 01:02:38,Browse,Laptop,South,Social Media,Sports,0.0
USR00096,SESS65050ef9,2026-03-11 01:04:38,Add to Cart,Laptop,South,Social Media,Sports,0.0
USR00096,SESS65050ef9,2026-03-11 01:06:38,Checkout,Laptop,South,Social Media,Sports,0.0
USR00096,SESS65050ef9,2026-03-11 01:11:38,Purchase,Laptop,South,Social Media,Sports,818.53
USR00097,SESS45ca3b5d,2026-03-14 01:55:46,Browse,Mobile,East,Organic,Fashion,0.0
USR00097,SESS45ca3b5d,2026-03-14 01:57:46,Add to Cart,Mobile,East,Organic,Fashion,0.0
USR00098,SESS7b9fe430,2026-03-20 12:58:50,Browse,Mobile,South,Google Ads,Electronics,0.0
USR00098,SESS7b9fe430,2026-03-20 13:03:50,Add to Cart,Mobile,South,Google Ads,Electronics,0.0
USR00098,SESS7b9fe430,2026-03-20 13:05:50,Checkout,Mobile,South,Google Ads,Electronics,0.0
USR00099,SESS34f1b39b,2026-03-18 15:13:22,Browse,Mobile,North,Email,Home,0.0
USR00099,SESS34f1b39b,2026-03-18 15:18:22,Add to Cart,Mobile,North,Email,Home,0.0
USR00099,SESS34f1b39b,2026-03-18 15:23:22,Checkout,Mobile,North,Email,Home,0.0
USR00100,SESS30257edb,2026-04-08 06:54:01,Browse,Laptop,East,Email,Electronics,0.0
USR00100,SESS30257edb,2026-04-08 06:58:01,Add to Cart,Laptop,East,Email,Electronics,0.0
USR00100,SESS30257edb,2026-04-08 07:00:01,Checkout,Laptop,East,Email,Electronics,0.0
USR00100,SESS30257edb,2026-04-08 07:02:01,Purchase,Laptop,East,Email,Electronics,1159.6
USR00101,SESSd60ff15d,2026-03-26 02:50:08,Browse,Mobile,West,Social Media,Fashion,0.0
USR00101,SESSd60ff15d,2026-03-26 02:52:08,Add to Cart,Mobile,West,Social Media,Fashion,0.0
